prompts,template,temp_idx
Five men eating and five women jumping.,num-per-con-num-per-act,t8
Five men eating and five women writing.,num-per-con-num-per-act,t8
Five men laughing and five women walking.,num-per-con-num-per-act,t8
Five men laughing and five women standing.,num-per-con-num-per-act,t8
Five men laughing and five women lying down.,num-per-con-num-per-act,t8
Five men laughing and five women cycling.,num-per-con-num-per-act,t8
Five men laughing and two women eating.,num-per-con-num-per-act,t8
Five men laughing and two women sitting.,num-per-con-num-per-act,t8
Four men laughing and two women crying.,num-per-con-num-per-act,t8
Four men laughing and two women playing.,num-per-con-num-per-act,t8
Four men laughing and two women jumping.,num-per-con-num-per-act,t8
Four men laughing and two women writing.,num-per-con-num-per-act,t8
Four men crying and two women walking.,num-per-con-num-per-act,t8
Four men crying and two women standing.,num-per-con-num-per-act,t8
Four men crying and two women lying down.,num-per-con-num-per-act,t8
Four men crying and two women cycling.,num-per-con-num-per-act,t8
Four men crying and two women eating.,num-per-con-num-per-act,t8
Four men crying and two women laughing.,num-per-con-num-per-act,t8
Four men crying and three women sitting.,num-per-con-num-per-act,t8
Four men crying and three women playing.,num-per-con-num-per-act,t8
Four men crying and three women jumping.,num-per-con-num-per-act,t8
Four men crying and three women writing.,num-per-con-num-per-act,t8
Four men playing and three women walking.,num-per-con-num-per-act,t8
Four men playing and three women standing.,num-per-con-num-per-act,t8
Four men playing and three women lying down.,num-per-con-num-per-act,t8
Five men playing and three women cycling.,num-per-con-num-per-act,t8
Five men playing and three women eating.,num-per-con-num-per-act,t8
Five men playing and three women laughing.,num-per-con-num-per-act,t8
Five men playing and three women crying.,num-per-con-num-per-act,t8
Five men playing and five women sitting.,num-per-con-num-per-act,t8
Five men playing and five women jumping.,num-per-con-num-per-act,t8
Five men playing and five women writing.,num-per-con-num-per-act,t8
Five men jumping and five women walking.,num-per-con-num-per-act,t8
Five men jumping and five women standing.,num-per-con-num-per-act,t8
Five men jumping and five women lying down.,num-per-con-num-per-act,t8
Five men jumping and five women cycling.,num-per-con-num-per-act,t8
Five men jumping and five women eating.,num-per-con-num-per-act,t8
Five men jumping and five women laughing.,num-per-con-num-per-act,t8
Five men jumping and five women crying.,num-per-con-num-per-act,t8
Five men jumping and five women playing.,num-per-con-num-per-act,t8
Five men jumping and five women sitting.,num-per-con-num-per-act,t8
Five men jumping and five women writing.,num-per-con-num-per-act,t8
Five men writing and five women walking.,num-per-con-num-per-act,t8
Five men writing and five women standing.,num-per-con-num-per-act,t8
Five men writing and five women lying down.,num-per-con-num-per-act,t8
Five men writing and five women cycling.,num-per-con-num-per-act,t8
Five men writing and five women eating.,num-per-con-num-per-act,t8
Five men writing and four women laughing.,num-per-con-num-per-act,t8
Five men writing and four women crying.,num-per-con-num-per-act,t8
Five men writing and four women playing.,num-per-con-num-per-act,t8
Five men writing and four women jumping.,num-per-con-num-per-act,t8
Five men writing and four women sitting.,num-per-con-num-per-act,t8
Two females walking and three males sitting.,num-per-con-num-per-act,t8
Two females walking and three males standing.,num-per-con-num-per-act,t8
Two females walking and three males lying down.,num-per-con-num-per-act,t8
Two females walking and three males cycling.,num-per-con-num-per-act,t8
Two females walking and three males eating.,num-per-con-num-per-act,t8
Two females walking and three males laughing.,num-per-con-num-per-act,t8
Two females walking and three males crying.,num-per-con-num-per-act,t8
Two females walking and three males playing.,num-per-con-num-per-act,t8
Three females walking and three males jumping.,num-per-con-num-per-act,t8
Three females walking and three males writing.,num-per-con-num-per-act,t8
Three females sitting and three males walking.,num-per-con-num-per-act,t8
Three females sitting and three males standing.,num-per-con-num-per-act,t8
Three females sitting and three males lying down.,num-per-con-num-per-act,t8
Three females sitting and three males cycling.,num-per-con-num-per-act,t8
Three females sitting and three males eating.,num-per-con-num-per-act,t8
Two females sitting and four males laughing.,num-per-con-num-per-act,t8
Two females sitting and four males crying.,num-per-con-num-per-act,t8
Two females sitting and four males playing.,num-per-con-num-per-act,t8
Two females sitting and four males jumping.,num-per-con-num-per-act,t8
Two females sitting and four males writing.,num-per-con-num-per-act,t8
Two females standing and four males walking.,num-per-con-num-per-act,t8
Two females standing and four males sitting.,num-per-con-num-per-act,t8
Two females standing and four males lying down.,num-per-con-num-per-act,t8
Two females standing and four males cycling.,num-per-con-num-per-act,t8
Two females standing and four males eating.,num-per-con-num-per-act,t8
Two females standing and four males laughing.,num-per-con-num-per-act,t8
Two females standing and four males crying.,num-per-con-num-per-act,t8
Two females standing and four males playing.,num-per-con-num-per-act,t8
Four females standing and four males jumping.,num-per-con-num-per-act,t8
Four females standing and four males writing.,num-per-con-num-per-act,t8
Four females lying down and four males walking.,num-per-con-num-per-act,t8
Four females lying down and four males standing.,num-per-con-num-per-act,t8
Four females lying down and four males sitting.,num-per-con-num-per-act,t8
Four females lying down and four males cycling.,num-per-con-num-per-act,t8
Four females lying down and four males eating.,num-per-con-num-per-act,t8
Four females lying down and four males laughing.,num-per-con-num-per-act,t8
Two females lying down and four males crying.,num-per-con-num-per-act,t8
Two females lying down and four males playing.,num-per-con-num-per-act,t8
Two females lying down and four males jumping.,num-per-con-num-per-act,t8
Two females lying down and five males writing.,num-per-con-num-per-act,t8
Two females cycling and five males walking.,num-per-con-num-per-act,t8
Two females cycling and five males standing.,num-per-con-num-per-act,t8
Two females cycling and five males lying down.,num-per-con-num-per-act,t8
Two females cycling and five males sitting.,num-per-con-num-per-act,t8
Five females cycling and five males eating.,num-per-con-num-per-act,t8
Five females cycling and five males laughing.,num-per-con-num-per-act,t8
Five females cycling and five males crying.,num-per-con-num-per-act,t8
Five females cycling and five males playing.,num-per-con-num-per-act,t8
Five females cycling and five males jumping.,num-per-con-num-per-act,t8
Five females cycling and five males writing.,num-per-con-num-per-act,t8
Five females eating and five males walking.,num-per-con-num-per-act,t8
Five females eating and five males standing.,num-per-con-num-per-act,t8
Five females eating and five males lying down.,num-per-con-num-per-act,t8
Five females eating and five males cycling.,num-per-con-num-per-act,t8
Five females eating and five males sitting.,num-per-con-num-per-act,t8
Five females eating and five males laughing.,num-per-con-num-per-act,t8
Five females eating and five males crying.,num-per-con-num-per-act,t8
Two females eating and five males playing.,num-per-con-num-per-act,t8
Two females eating and five males jumping.,num-per-con-num-per-act,t8
Two females eating and five males writing.,num-per-con-num-per-act,t8
Two females laughing and five males walking.,num-per-con-num-per-act,t8
Two females laughing and five males standing.,num-per-con-num-per-act,t8
Two females laughing and five males lying down.,num-per-con-num-per-act,t8
Two females laughing and five males cycling.,num-per-con-num-per-act,t8
Two females laughing and five males eating.,num-per-con-num-per-act,t8
Two females laughing and five males sitting.,num-per-con-num-per-act,t8
Two females laughing and five males crying.,num-per-con-num-per-act,t8
Two females laughing and five males playing.,num-per-con-num-per-act,t8
Two females laughing and two males jumping.,num-per-con-num-per-act,t8
Two females laughing and two males writing.,num-per-con-num-per-act,t8
Two females crying and two males walking.,num-per-con-num-per-act,t8
Two females crying and two males standing.,num-per-con-num-per-act,t8
Two females crying and two males lying down.,num-per-con-num-per-act,t8
Two females crying and two males cycling.,num-per-con-num-per-act,t8
Two females crying and two males eating.,num-per-con-num-per-act,t8
Two females crying and two males laughing.,num-per-con-num-per-act,t8
Two females crying and two males sitting.,num-per-con-num-per-act,t8
Two females crying and two males playing.,num-per-con-num-per-act,t8
Five females crying and two males jumping.,num-per-con-num-per-act,t8
Five females crying and two males writing.,num-per-con-num-per-act,t8
Five females playing and two males walking.,num-per-con-num-per-act,t8
Five females playing and two males standing.,num-per-con-num-per-act,t8
Five females playing and two males lying down.,num-per-con-num-per-act,t8
Five females playing and two males cycling.,num-per-con-num-per-act,t8
Five females playing and two males eating.,num-per-con-num-per-act,t8
Five females playing and two males laughing.,num-per-con-num-per-act,t8
Five females playing and two males crying.,num-per-con-num-per-act,t8
Five females playing and two males sitting.,num-per-con-num-per-act,t8
Five females playing and two males jumping.,num-per-con-num-per-act,t8
Five females playing and two males writing.,num-per-con-num-per-act,t8
Five females jumping and two males walking.,num-per-con-num-per-act,t8
Two females jumping and three males standing.,num-per-con-num-per-act,t8
Two females jumping and three males lying down.,num-per-con-num-per-act,t8
Two females jumping and three males cycling.,num-per-con-num-per-act,t8
Two females jumping and three males eating.,num-per-con-num-per-act,t8
Two females jumping and three males laughing.,num-per-con-num-per-act,t8
Two females jumping and three males crying.,num-per-con-num-per-act,t8
Two females jumping and three males playing.,num-per-con-num-per-act,t8
Two females jumping and three males sitting.,num-per-con-num-per-act,t8
Two females jumping and three males writing.,num-per-con-num-per-act,t8
Two females writing and three males walking.,num-per-con-num-per-act,t8
Two females writing and three males standing.,num-per-con-num-per-act,t8
Three females writing and three males lying down.,num-per-con-num-per-act,t8
Three females writing and three males cycling.,num-per-con-num-per-act,t8
Three females writing and three males eating.,num-per-con-num-per-act,t8
Three females writing and three males laughing.,num-per-con-num-per-act,t8
Three females writing and three males crying.,num-per-con-num-per-act,t8
Three females writing and three males playing.,num-per-con-num-per-act,t8
Three females writing and three males jumping.,num-per-con-num-per-act,t8
Three females writing and three males sitting.,num-per-con-num-per-act,t8
Three girls walking and five boys sitting.,num-per-con-num-per-act,t8
Three girls walking and five boys standing.,num-per-con-num-per-act,t8
Three girls walking and five boys lying down.,num-per-con-num-per-act,t8
Three girls walking and five boys cycling.,num-per-con-num-per-act,t8
Three girls walking and five boys eating.,num-per-con-num-per-act,t8
Three girls walking and five boys laughing.,num-per-con-num-per-act,t8
Three girls walking and five boys crying.,num-per-con-num-per-act,t8
Three girls walking and three boys playing.,num-per-con-num-per-act,t8
Two girls walking and three boys jumping.,num-per-con-num-per-act,t8
Two girls walking and three boys writing.,num-per-con-num-per-act,t8
Two girls sitting and three boys walking.,num-per-con-num-per-act,t8
Two girls sitting and three boys standing.,num-per-con-num-per-act,t8
Two girls sitting and three boys lying down.,num-per-con-num-per-act,t8
Two girls sitting and three boys cycling.,num-per-con-num-per-act,t8
Two girls sitting and three boys eating.,num-per-con-num-per-act,t8
Two girls sitting and three boys laughing.,num-per-con-num-per-act,t8
Three girls sitting and three boys crying.,num-per-con-num-per-act,t8
Three girls sitting and three boys playing.,num-per-con-num-per-act,t8
Three girls sitting and three boys jumping.,num-per-con-num-per-act,t8
Three girls sitting and three boys writing.,num-per-con-num-per-act,t8
Three girls standing and three boys walking.,num-per-con-num-per-act,t8
Three girls standing and three boys sitting.,num-per-con-num-per-act,t8
Three girls standing and three boys lying down.,num-per-con-num-per-act,t8
Three girls standing and three boys cycling.,num-per-con-num-per-act,t8
Three girls standing and three boys eating.,num-per-con-num-per-act,t8
Four girls standing and three boys laughing.,num-per-con-num-per-act,t8
Four girls standing and three boys crying.,num-per-con-num-per-act,t8
Four girls standing and five boys playing.,num-per-con-num-per-act,t8
Two girls standing and five boys jumping.,num-per-con-num-per-act,t8
Two girls standing and five boys writing.,num-per-con-num-per-act,t8
Two girls lying down and five boys walking.,num-per-con-num-per-act,t8
Two girls lying down and five boys standing.,num-per-con-num-per-act,t8
Two girls lying down and five boys sitting.,num-per-con-num-per-act,t8
Two girls lying down and five boys cycling.,num-per-con-num-per-act,t8
Two girls lying down and five boys eating.,num-per-con-num-per-act,t8
Two girls lying down and five boys laughing.,num-per-con-num-per-act,t8
Three girls lying down and five boys crying.,num-per-con-num-per-act,t8
Three girls lying down and five boys playing.,num-per-con-num-per-act,t8
Three girls lying down and five boys jumping.,num-per-con-num-per-act,t8
Three girls lying down and five boys writing.,num-per-con-num-per-act,t8
Three girls cycling and five boys walking.,num-per-con-num-per-act,t8
Three girls cycling and five boys standing.,num-per-con-num-per-act,t8
Three girls cycling and five boys lying down.,num-per-con-num-per-act,t8
Four girls cycling and five boys sitting.,num-per-con-num-per-act,t8
Four girls cycling and five boys eating.,num-per-con-num-per-act,t8
Four girls cycling and two boys laughing.,num-per-con-num-per-act,t8
Four girls cycling and two boys crying.,num-per-con-num-per-act,t8
Four girls cycling and two boys playing.,num-per-con-num-per-act,t8
Four girls cycling and two boys jumping.,num-per-con-num-per-act,t8
Three girls cycling and two boys writing.,num-per-con-num-per-act,t8
Three girls eating and two boys walking.,num-per-con-num-per-act,t8
Three girls eating and two boys standing.,num-per-con-num-per-act,t8
Three girls eating and two boys lying down.,num-per-con-num-per-act,t8
Three girls eating and two boys cycling.,num-per-con-num-per-act,t8
Three girls eating and two boys sitting.,num-per-con-num-per-act,t8
Three girls eating and two boys laughing.,num-per-con-num-per-act,t8
Three girls eating and two boys crying.,num-per-con-num-per-act,t8
Three girls eating and two boys playing.,num-per-con-num-per-act,t8
Three girls eating and two boys jumping.,num-per-con-num-per-act,t8
Four girls eating and two boys writing.,num-per-con-num-per-act,t8
Four girls laughing and two boys walking.,num-per-con-num-per-act,t8
Four girls laughing and two boys standing.,num-per-con-num-per-act,t8
Three girls laughing and two boys lying down.,num-per-con-num-per-act,t8
Three girls laughing and two boys cycling.,num-per-con-num-per-act,t8
Three girls laughing and two boys eating.,num-per-con-num-per-act,t8
Three girls laughing and two boys sitting.,num-per-con-num-per-act,t8
Two girls laughing and two boys crying.,num-per-con-num-per-act,t8
Two girls laughing and two boys playing.,num-per-con-num-per-act,t8
Two girls laughing and two boys jumping.,num-per-con-num-per-act,t8
Two girls laughing and two boys writing.,num-per-con-num-per-act,t8
Two girls crying and two boys walking.,num-per-con-num-per-act,t8
Two girls crying and two boys standing.,num-per-con-num-per-act,t8
Two girls crying and two boys lying down.,num-per-con-num-per-act,t8
Two girls crying and two boys cycling.,num-per-con-num-per-act,t8
Two girls crying and two boys eating.,num-per-con-num-per-act,t8
Two girls crying and two boys laughing.,num-per-con-num-per-act,t8
Two girls crying and four boys sitting.,num-per-con-num-per-act,t8
Two girls crying and four boys playing.,num-per-con-num-per-act,t8
Three girls crying and four boys jumping.,num-per-con-num-per-act,t8
Three girls crying and four boys writing.,num-per-con-num-per-act,t8
Three girls playing and four boys walking.,num-per-con-num-per-act,t8
Three girls playing and four boys standing.,num-per-con-num-per-act,t8
Three girls playing and four boys lying down.,num-per-con-num-per-act,t8
Three girls playing and four boys cycling.,num-per-con-num-per-act,t8
Three girls playing and four boys eating.,num-per-con-num-per-act,t8
Five girls playing and four boys laughing.,num-per-con-num-per-act,t8
Five girls playing and four boys crying.,num-per-con-num-per-act,t8
Five girls playing and four boys sitting.,num-per-con-num-per-act,t8
Five girls playing and four boys jumping.,num-per-con-num-per-act,t8
Five girls playing and four boys writing.,num-per-con-num-per-act,t8
Five girls jumping and four boys walking.,num-per-con-num-per-act,t8
Five girls jumping and four boys standing.,num-per-con-num-per-act,t8
Five girls jumping and four boys lying down.,num-per-con-num-per-act,t8
Five girls jumping and four boys cycling.,num-per-con-num-per-act,t8
Three girls jumping and four boys eating.,num-per-con-num-per-act,t8
Three girls jumping and four boys laughing.,num-per-con-num-per-act,t8
Three girls jumping and four boys crying.,num-per-con-num-per-act,t8
Three girls jumping and four boys playing.,num-per-con-num-per-act,t8
Three girls jumping and four boys sitting.,num-per-con-num-per-act,t8
Three girls jumping and four boys writing.,num-per-con-num-per-act,t8
Three girls writing and four boys walking.,num-per-con-num-per-act,t8
Three girls writing and four boys standing.,num-per-con-num-per-act,t8
Three girls writing and four boys lying down.,num-per-con-num-per-act,t8
Three girls writing and four boys cycling.,num-per-con-num-per-act,t8
Five girls writing and four boys eating.,num-per-con-num-per-act,t8
Five girls writing and four boys laughing.,num-per-con-num-per-act,t8
Five girls writing and four boys crying.,num-per-con-num-per-act,t8
Five girls writing and four boys playing.,num-per-con-num-per-act,t8
Five girls writing and four boys jumping.,num-per-con-num-per-act,t8
Five girls writing and four boys sitting.,num-per-con-num-per-act,t8
A man on the left of a bag.,per-spat-obj,t4
A man on the right of a bag.,per-spat-obj,t4
A man on the left of a chair.,per-spat-obj,t4
A man on the right of a chair.,per-spat-obj,t4
A man on the left of a table.,per-spat-obj,t4
A man on the right of a table.,per-spat-obj,t4
A woman on the left of a bag.,per-spat-obj,t4
A woman on the right of a bag.,per-spat-obj,t4
A woman on the left of a chair.,per-spat-obj,t4
A woman on the right of a chair.,per-spat-obj,t4
A woman on the left of a table.,per-spat-obj,t4
A woman on the right of a table.,per-spat-obj,t4
A male on the left of a bag.,per-spat-obj,t4
A male on the right of a bag.,per-spat-obj,t4
A male on the left of a chair.,per-spat-obj,t4
A male on the right of a chair.,per-spat-obj,t4
A male on the left of a table.,per-spat-obj,t4
A male on the right of a table.,per-spat-obj,t4
A female on the left of a bag.,per-spat-obj,t4
A female on the right of a bag.,per-spat-obj,t4
A female on the left of a chair.,per-spat-obj,t4
A female on the right of a chair.,per-spat-obj,t4
A female on the left of a table.,per-spat-obj,t4
A female on the right of a table.,per-spat-obj,t4
A boy on the left of a bag.,per-spat-obj,t4
A boy on the right of a bag.,per-spat-obj,t4
A boy on the left of a chair.,per-spat-obj,t4
A boy on the right of a chair.,per-spat-obj,t4
A boy on the left of a table.,per-spat-obj,t4
A boy on the right of a table.,per-spat-obj,t4
A girl on the left of a bag.,per-spat-obj,t4
A girl on the right of a bag.,per-spat-obj,t4
A girl on the left of a chair.,per-spat-obj,t4
A girl on the right of a chair.,per-spat-obj,t4
A girl on the left of a table.,per-spat-obj,t4
A girl on the right of a table.,per-spat-obj,t4
A person on the left of a bag.,per-spat-obj,t4
A person on the right of a bag.,per-spat-obj,t4
A person on the left of a chair.,per-spat-obj,t4
A person on the right of a chair.,per-spat-obj,t4
A person on the left of a table.,per-spat-obj,t4
A person on the right of a table.,per-spat-obj,t4
A man on the left of a rubber bag.,per-spat-tex-obj,t5
A man on the right of a rubber bag.,per-spat-tex-obj,t5
A man on the left of a rubber chair.,per-spat-tex-obj,t5
A man on the right of a rubber chair.,per-spat-tex-obj,t5
A man on the left of a rubber table.,per-spat-tex-obj,t5
A man on the right of a rubber table.,per-spat-tex-obj,t5
A woman on the left of a rubber bag.,per-spat-tex-obj,t5
A woman on the right of a rubber bag.,per-spat-tex-obj,t5
A woman on the left of a rubber chair.,per-spat-tex-obj,t5
A woman on the right of a rubber chair.,per-spat-tex-obj,t5
A woman on the left of a rubber table.,per-spat-tex-obj,t5
A woman on the right of a rubber table.,per-spat-tex-obj,t5
A male on the left of a rubber bag.,per-spat-tex-obj,t5
A male on the right of a rubber bag.,per-spat-tex-obj,t5
A male on the left of a rubber chair.,per-spat-tex-obj,t5
A male on the right of a rubber chair.,per-spat-tex-obj,t5
A male on the left of a rubber table.,per-spat-tex-obj,t5
A male on the right of a rubber table.,per-spat-tex-obj,t5
A female on the left of a rubber bag.,per-spat-tex-obj,t5
A female on the right of a rubber bag.,per-spat-tex-obj,t5
A female on the left of a rubber chair.,per-spat-tex-obj,t5
A female on the right of a rubber chair.,per-spat-tex-obj,t5
A female on the left of a rubber table.,per-spat-tex-obj,t5
A female on the right of a rubber table.,per-spat-tex-obj,t5
A boy on the left of a rubber bag.,per-spat-tex-obj,t5
A boy on the right of a rubber bag.,per-spat-tex-obj,t5
A boy on the left of a rubber chair.,per-spat-tex-obj,t5
A boy on the right of a rubber chair.,per-spat-tex-obj,t5
A boy on the left of a rubber table.,per-spat-tex-obj,t5
A boy on the right of a rubber table.,per-spat-tex-obj,t5
A girl on the left of a rubber bag.,per-spat-tex-obj,t5
A girl on the right of a rubber bag.,per-spat-tex-obj,t5
A girl on the left of a rubber chair.,per-spat-tex-obj,t5
A girl on the right of a rubber chair.,per-spat-tex-obj,t5
A girl on the left of a rubber table.,per-spat-tex-obj,t5
A girl on the right of a rubber table.,per-spat-tex-obj,t5
A person on the left of a rubber bag.,per-spat-tex-obj,t5
A person on the right of a rubber bag.,per-spat-tex-obj,t5
A person on the left of a rubber chair.,per-spat-tex-obj,t5
A person on the right of a rubber chair.,per-spat-tex-obj,t5
A person on the left of a rubber table.,per-spat-tex-obj,t5
A person on the right of a rubber table.,per-spat-tex-obj,t5
A man on the left of a metallic bag.,per-spat-tex-obj,t5
A man on the right of a metallic bag.,per-spat-tex-obj,t5
A man on the left of a metallic chair.,per-spat-tex-obj,t5
A man on the right of a metallic chair.,per-spat-tex-obj,t5
A man on the left of a metallic table.,per-spat-tex-obj,t5
A man on the right of a metallic table.,per-spat-tex-obj,t5
A woman on the left of a metallic bag.,per-spat-tex-obj,t5
A woman on the right of a metallic bag.,per-spat-tex-obj,t5
A woman on the left of a metallic chair.,per-spat-tex-obj,t5
A woman on the right of a metallic chair.,per-spat-tex-obj,t5
A woman on the left of a metallic table.,per-spat-tex-obj,t5
A woman on the right of a metallic table.,per-spat-tex-obj,t5
A male on the left of a metallic bag.,per-spat-tex-obj,t5
A male on the right of a metallic bag.,per-spat-tex-obj,t5
A male on the left of a metallic chair.,per-spat-tex-obj,t5
A male on the right of a metallic chair.,per-spat-tex-obj,t5
A male on the left of a metallic table.,per-spat-tex-obj,t5
A male on the right of a metallic table.,per-spat-tex-obj,t5
A female on the left of a metallic bag.,per-spat-tex-obj,t5
A female on the right of a metallic bag.,per-spat-tex-obj,t5
A female on the left of a metallic chair.,per-spat-tex-obj,t5
A female on the right of a metallic chair.,per-spat-tex-obj,t5
A female on the left of a metallic table.,per-spat-tex-obj,t5
A female on the right of a metallic table.,per-spat-tex-obj,t5
A boy on the left of a metallic bag.,per-spat-tex-obj,t5
A boy on the right of a metallic bag.,per-spat-tex-obj,t5
A boy on the left of a metallic chair.,per-spat-tex-obj,t5
A boy on the right of a metallic chair.,per-spat-tex-obj,t5
A boy on the left of a metallic table.,per-spat-tex-obj,t5
A boy on the right of a metallic table.,per-spat-tex-obj,t5
A girl on the left of a metallic bag.,per-spat-tex-obj,t5
A girl on the right of a metallic bag.,per-spat-tex-obj,t5
A girl on the left of a metallic chair.,per-spat-tex-obj,t5
A girl on the right of a metallic chair.,per-spat-tex-obj,t5
A girl on the left of a metallic table.,per-spat-tex-obj,t5
A girl on the right of a metallic table.,per-spat-tex-obj,t5
A person on the left of a metallic bag.,per-spat-tex-obj,t5
A person on the right of a metallic bag.,per-spat-tex-obj,t5
A person on the left of a metallic chair.,per-spat-tex-obj,t5
A person on the right of a metallic chair.,per-spat-tex-obj,t5
A person on the left of a metallic table.,per-spat-tex-obj,t5
A person on the right of a metallic table.,per-spat-tex-obj,t5
A man on the left of a plastic bag.,per-spat-tex-obj,t5
A man on the right of a plastic bag.,per-spat-tex-obj,t5
A man on the left of a plastic chair.,per-spat-tex-obj,t5
A man on the right of a plastic chair.,per-spat-tex-obj,t5
A man on the left of a plastic table.,per-spat-tex-obj,t5
A man on the right of a plastic table.,per-spat-tex-obj,t5
A woman on the left of a plastic bag.,per-spat-tex-obj,t5
A woman on the right of a plastic bag.,per-spat-tex-obj,t5
A woman on the left of a plastic chair.,per-spat-tex-obj,t5
A woman on the right of a plastic chair.,per-spat-tex-obj,t5
A woman on the left of a plastic table.,per-spat-tex-obj,t5
A woman on the right of a plastic table.,per-spat-tex-obj,t5
A male on the left of a plastic bag.,per-spat-tex-obj,t5
A male on the right of a plastic bag.,per-spat-tex-obj,t5
A male on the left of a plastic chair.,per-spat-tex-obj,t5
A male on the right of a plastic chair.,per-spat-tex-obj,t5
A male on the left of a plastic table.,per-spat-tex-obj,t5
A male on the right of a plastic table.,per-spat-tex-obj,t5
A female on the left of a plastic bag.,per-spat-tex-obj,t5
A female on the right of a plastic bag.,per-spat-tex-obj,t5
A female on the left of a plastic chair.,per-spat-tex-obj,t5
A female on the right of a plastic chair.,per-spat-tex-obj,t5
A female on the left of a plastic table.,per-spat-tex-obj,t5
A female on the right of a plastic table.,per-spat-tex-obj,t5
A boy on the left of a plastic bag.,per-spat-tex-obj,t5
A boy on the right of a plastic bag.,per-spat-tex-obj,t5
A boy on the left of a plastic chair.,per-spat-tex-obj,t5
A boy on the right of a plastic chair.,per-spat-tex-obj,t5
A boy on the left of a plastic table.,per-spat-tex-obj,t5
A boy on the right of a plastic table.,per-spat-tex-obj,t5
A girl on the left of a plastic bag.,per-spat-tex-obj,t5
A girl on the right of a plastic bag.,per-spat-tex-obj,t5
A girl on the left of a plastic chair.,per-spat-tex-obj,t5
A girl on the right of a plastic chair.,per-spat-tex-obj,t5
A girl on the left of a plastic table.,per-spat-tex-obj,t5
A girl on the right of a plastic table.,per-spat-tex-obj,t5
A person on the left of a plastic bag.,per-spat-tex-obj,t5
A person on the right of a plastic bag.,per-spat-tex-obj,t5
A person on the left of a plastic chair.,per-spat-tex-obj,t5
A person on the right of a plastic chair.,per-spat-tex-obj,t5
A person on the left of a plastic table.,per-spat-tex-obj,t5
A person on the right of a plastic table.,per-spat-tex-obj,t5
A man on the left of a wooden bag.,per-spat-tex-obj,t5
A man on the right of a wooden bag.,per-spat-tex-obj,t5
A man on the left of a wooden chair.,per-spat-tex-obj,t5
A man on the right of a wooden chair.,per-spat-tex-obj,t5
A man on the left of a wooden table.,per-spat-tex-obj,t5
A man on the right of a wooden table.,per-spat-tex-obj,t5
A woman on the left of a wooden bag.,per-spat-tex-obj,t5
A woman on the right of a wooden bag.,per-spat-tex-obj,t5
A woman on the left of a wooden chair.,per-spat-tex-obj,t5
A woman on the right of a wooden chair.,per-spat-tex-obj,t5
A woman on the left of a wooden table.,per-spat-tex-obj,t5
A woman on the right of a wooden table.,per-spat-tex-obj,t5
A male on the left of a wooden bag.,per-spat-tex-obj,t5
A male on the right of a wooden bag.,per-spat-tex-obj,t5
A male on the left of a wooden chair.,per-spat-tex-obj,t5
A male on the right of a wooden chair.,per-spat-tex-obj,t5
A male on the left of a wooden table.,per-spat-tex-obj,t5
A male on the right of a wooden table.,per-spat-tex-obj,t5
A female on the left of a wooden bag.,per-spat-tex-obj,t5
A female on the right of a wooden bag.,per-spat-tex-obj,t5
A female on the left of a wooden chair.,per-spat-tex-obj,t5
A female on the right of a wooden chair.,per-spat-tex-obj,t5
A female on the left of a wooden table.,per-spat-tex-obj,t5
A female on the right of a wooden table.,per-spat-tex-obj,t5
A boy on the left of a wooden bag.,per-spat-tex-obj,t5
A boy on the right of a wooden bag.,per-spat-tex-obj,t5
A boy on the left of a wooden chair.,per-spat-tex-obj,t5
A boy on the right of a wooden chair.,per-spat-tex-obj,t5
A boy on the left of a wooden table.,per-spat-tex-obj,t5
A boy on the right of a wooden table.,per-spat-tex-obj,t5
A girl on the left of a wooden bag.,per-spat-tex-obj,t5
A girl on the right of a wooden bag.,per-spat-tex-obj,t5
A girl on the left of a wooden chair.,per-spat-tex-obj,t5
A girl on the right of a wooden chair.,per-spat-tex-obj,t5
A girl on the left of a wooden table.,per-spat-tex-obj,t5
A girl on the right of a wooden table.,per-spat-tex-obj,t5
A person on the left of a wooden bag.,per-spat-tex-obj,t5
A person on the right of a wooden bag.,per-spat-tex-obj,t5
A person on the left of a wooden chair.,per-spat-tex-obj,t5
A person on the right of a wooden chair.,per-spat-tex-obj,t5
A person on the left of a wooden table.,per-spat-tex-obj,t5
A person on the right of a wooden table.,per-spat-tex-obj,t5
A man on the left of a fluffy bag.,per-spat-tex-obj,t5
A man on the right of a fluffy bag.,per-spat-tex-obj,t5
A man on the left of a fluffy chair.,per-spat-tex-obj,t5
A man on the right of a fluffy chair.,per-spat-tex-obj,t5
A man on the left of a fluffy table.,per-spat-tex-obj,t5
A man on the right of a fluffy table.,per-spat-tex-obj,t5
A woman on the left of a fluffy bag.,per-spat-tex-obj,t5
A woman on the right of a fluffy bag.,per-spat-tex-obj,t5
A woman on the left of a fluffy chair.,per-spat-tex-obj,t5
A woman on the right of a fluffy chair.,per-spat-tex-obj,t5
A woman on the left of a fluffy table.,per-spat-tex-obj,t5
A woman on the right of a fluffy table.,per-spat-tex-obj,t5
A male on the left of a fluffy bag.,per-spat-tex-obj,t5
A male on the right of a fluffy bag.,per-spat-tex-obj,t5
A male on the left of a fluffy chair.,per-spat-tex-obj,t5
A male on the right of a fluffy chair.,per-spat-tex-obj,t5
A male on the left of a fluffy table.,per-spat-tex-obj,t5
A male on the right of a fluffy table.,per-spat-tex-obj,t5
